MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.
Running on hadoop, using /usr/hdp/2.3.0.0-2525/hadoop/bin/hadoop and HADOOP_CONF_DIR=/usr/hdp/2.3.0.0-2525/hadoop/conf
MAHOUT-JOB: /usr/hdp/2.3.0.0-2525/mahout/mahout-examples-0.9.0.2.3.0.0-2525-job.jar
Input Path: /user/ec2-user/benchmarks/bigbench/temp/q28_hive_POWER_TEST_IN_PROGRESS_0_temp/result/part-m-00000
Key class: class org.apache.hadoop.io.Text Value Class: class org.apache.mahout.math.VectorWritable
Key: NEG: Value: {0:-1489.9735790704815,1:-1507.4091986140747,2:-1451.7784709646778}
Key: POS: Value: {0:-472.37144082559087,1:-487.15822913769335,2:-461.1426065329028}
Key: POS: Value: {0:-5924.0075966320255,1:-5913.403333486877,2:-5749.052481615646}
Key: POS: Value: {0:-11387.357584996978,1:-11395.966684547586,2:-11041.990500127979}
Key: POS: Value: {0:-2933.747106901796,1:-2850.146884416377,2:-2816.4789816751563}
Key: POS: Value: {0:-978.666125020768,1:-985.9053062273927,2:-962.2366528135661}
Key: POS: Value: {0:-9218.673532310873,1:-9399.959761669836,2:-9059.35310363383}
Key: POS: Value: {0:-805.8627106357721,1:-806.7386166278404,2:-803.4199323253117}
Key: POS: Value: {0:-5604.02976572681,1:-5478.179062721361,2:-5440.561939296718}
Key: POS: Value: {0:-1051.658753714269,1:-1050.3412491795984,2:-1018.2119156901282}
Key: POS: Value: {0:-3885.6971594052407,1:-3968.7089419254603,2:-3908.131003325102}
Key: POS: Value: {0:-1134.7167381767474,1:-1150.8811555147852,2:-1104.5805658785057}
Key: POS: Value: {0:-4080.89181564305,1:-4200.469478471591,2:-4003.915542870758}
Key: POS: Value: {0:-3488.8791237267483,1:-3467.856154588685,2:-3378.3856011074167}
Key: POS: Value: {0:-3832.1802964579883,1:-3841.7808011600646,2:-3757.8180860348725}
Key: POS: Value: {0:-894.6512397480943,1:-917.9632872449405,2:-871.3727642578497}
Key: POS: Value: {0:-2207.7323053859704,1:-2228.6993145698502,2:-2167.641606139771}
Key: POS: Value: {0:-1041.4726620309643,1:-992.8686450676457,2:-996.8926987472067}
Key: POS: Value: {0:-1017.7703229340793,1:-1079.8081203636411,2:-1018.0311278607027}
Key: POS: Value: {0:-7991.1516829190095,1:-7911.675697256294,2:-7790.465842451862}
Key: POS: Value: {0:-12559.415386020239,1:-12641.243809313384,2:-12195.368548915276}
Key: POS: Value: {0:-659.9503139568963,1:-690.1466159106836,2:-671.8403871027019}
Key: POS: Value: {0:-9013.16393611862,1:-9036.244527561237,2:-8758.73824848658}
Key: POS: Value: {0:-5145.896505786365,1:-5221.096433766626,2:-5055.384290789753}
Key: POS: Value: {0:-283.33648112770993,1:-291.6663590539377,2:-282.83947543334455}
Key: POS: Value: {0:-3649.7781945744946,1:-3718.2079622118426,2:-3588.7151112902884}
Key: POS: Value: {0:-6636.6568162988615,1:-6818.312067134516,2:-6603.757987937587}
Key: POS: Value: {0:-5934.325910589992,1:-6009.739705956586,2:-5847.579880312366}
Key: POS: Value: {0:-4979.072863270785,1:-4943.23695698576,2:-4896.114611430197}
Key: POS: Value: {0:-4356.547002004238,1:-4414.927615247606,2:-4242.539187659879}
Key: POS: Value: {0:-8118.296146240827,1:-8173.412871794779,2:-7907.411230149122}
Key: POS: Value: {0:-5518.7515015388135,1:-5426.069919594943,2:-5326.9893239418}
Key: POS: Value: {0:-1653.2101477611059,1:-1619.4032886542393,2:-1617.1746099880054}
Key: POS: Value: {0:-4077.079729229528,1:-4083.7676538519004,2:-3928.906272409845}
Key: POS: Value: {0:-4700.086198700364,1:-4758.220788162303,2:-4611.655581643134}
Key: POS: Value: {0:-7390.264365516197,1:-7511.467365685058,2:-7321.492385934448}
Key: POS: Value: {0:-2014.3723371235362,1:-1982.575221756096,2:-1965.4507894518533}
Key: POS: Value: {0:-10857.350820835065,1:-10982.927871795066,2:-10736.008087172626}
Key: POS: Value: {0:-713.2147193991566,1:-748.5120601754865,2:-717.0308484272903}
Key: POS: Value: {0:-2935.4085837054404,1:-2943.008124596169,2:-2812.4502608691846}
Key: POS: Value: {0:-9554.489019730361,1:-9534.633046975663,2:-9305.911138892367}
Key: POS: Value: {0:-940.1487935057526,1:-959.9738084458427,2:-927.4344862785933}
Key: POS: Value: {0:-2236.352843169073,1:-2292.2733930711706,2:-2180.71162235069}
Key: POS: Value: {0:-9758.762822328867,1:-9783.029339639661,2:-9522.125358753903}
Key: POS: Value: {0:-12622.881791056257,1:-12780.098974165374,2:-12326.620108116242}
Key: POS: Value: {0:-997.4440160744534,1:-989.2671976664385,2:-927.5156135934263}
Key: POS: Value: {0:-10519.83583865622,1:-10675.620670970338,2:-10367.56372154412}
Key: POS: Value: {0:-1195.3156712302252,1:-1242.0012610524095,2:-1200.8747040425128}
Key: POS: Value: {0:-1399.7249967720713,1:-1383.9332222442429,2:-1362.9814063338329}
Key: POS: Value: {0:-154.87012464374396,1:-167.23684867050713,2:-157.48126700098365}
Key: POS: Value: {0:-5960.335918321174,1:-5884.280566826843,2:-5812.951459266427}
Key: POS: Value: {0:-5937.932145536133,1:-5974.550527651387,2:-5819.876112042983}
Key: POS: Value: {0:-418.84118264029826,1:-429.1918378310237,2:-418.23809148584564}
Key: POS: Value: {0:-1691.974107224228,1:-1652.1402469618192,2:-1609.3973397128211}
Key: POS: Value: {0:-1233.7237019185766,1:-1212.1608079051698,2:-1184.720190235406}
Key: POS: Value: {0:-1108.6838870686724,1:-1101.9634088361552,2:-1093.5074831555937}
Key: POS: Value: {0:-479.78207131270887,1:-491.61398470842687,2:-465.1606096826449}
Key: POS: Value: {0:-2975.765131750107,1:-3010.645024811214,2:-2901.040423834662}
Key: POS: Value: {0:-341.34390692017956,1:-345.0216393410211,2:-357.1135778046905}
Key: POS: Value: {0:-2520.9771431031177,1:-2578.4881866019186,2:-2461.8104386044497}
Key: POS: Value: {0:-2791.648846736565,1:-2885.486168355032,2:-2788.6062358898107}
Key: POS: Value: {0:-2910.1431341777147,1:-2936.5078005025584,2:-2859.9053119365603}
Key: POS: Value: {0:-692.8930337688269,1:-694.383452914602,2:-685.4214023405864}
Key: POS: Value: {0:-6485.116650084291,1:-6585.938386744378,2:-6422.847606966449}
Key: POS: Value: {0:-1635.078069168049,1:-1606.8619999304306,2:-1590.2301126945986}
Key: POS: Value: {0:-586.9413024947349,1:-570.5674508994608,2:-575.7648401763709}
Key: POS: Value: {0:-4089.131716013558,1:-4016.294187327231,2:-3935.888930235785}
Key: POS: Value: {0:-536.5435042850222,1:-534.6767064936165,2:-511.8469972570464}
Key: POS: Value: {0:-2411.5038466139513,1:-2410.8811205376355,2:-2346.303492949129}
Key: POS: Value: {0:-11039.612840169184,1:-11259.452476529399,2:-10901.681787706126}
Key: POS: Value: {0:-6629.577086750674,1:-6613.389621541224,2:-6394.838729610353}
Key: POS: Value: {0:-4650.937412858006,1:-4718.53055959734,2:-4530.530692277482}
Key: POS: Value: {0:-1820.9644288628754,1:-1837.6314160983177,2:-1798.79812089314}
Key: POS: Value: {0:-121.88126050756048,1:-115.06268690114656,2:-116.56918383952181}
Key: POS: Value: {0:-402.89675830605887,1:-384.4118504519707,2:-375.8238621475319}
Key: POS: Value: {0:-1715.4823459242123,1:-1722.0889843977504,2:-1669.157001160932}
Key: POS: Value: {0:-12627.979120619917,1:-12684.440893490484,2:-12445.57671261245}
Key: POS: Value: {0:-335.13077657037877,1:-320.5495381235884,2:-316.20382328420396}
Key: POS: Value: {0:-22358.347245663594,1:-22504.149958930786,2:-21867.02930380258}
Key: POS: Value: {0:-1107.1621371988504,1:-1105.884563437103,2:-1086.1622132069883}
Key: POS: Value: {0:-3278.544382757545,1:-3299.2283819479158,2:-3199.4290037882674}
Key: POS: Value: {0:-2800.6584920012174,1:-2737.4642690503592,2:-2702.5258657359905}
Key: POS: Value: {0:-7277.083698771241,1:-7339.513954925169,2:-7113.565408860752}
Key: POS: Value: {0:-9379.392775572238,1:-9455.196687352061,2:-9185.948834135399}
Key: POS: Value: {0:-483.15096499466546,1:-491.3899901761487,2:-470.97074702948896}
Key: POS: Value: {0:-5304.982150460577,1:-5228.283226862414,2:-5216.134693603933}
Key: POS: Value: {0:-1173.2276853135343,1:-1139.356523757869,2:-1119.9489456982453}
Key: POS: Value: {0:-2675.7957885156334,1:-2644.720416278687,2:-2566.217520085055}
Key: POS: Value: {0:-3166.8328444726335,1:-3191.086700040872,2:-3127.836149612216}
Key: POS: Value: {0:-1317.078983704423,1:-1332.412310982921,2:-1298.5999110010537}
Key: POS: Value: {0:-2215.409335901401,1:-2149.860942193564,2:-2093.651658484113}
Key: POS: Value: {0:-604.915875304613,1:-628.1507038225826,2:-595.4841059715969}
Key: POS: Value: {0:-1909.4172257372757,1:-1898.2216696619323,2:-1878.7557790059095}
Key: POS: Value: {0:-8853.15961901394,1:-9009.782641860284,2:-8775.342893224308}
Key: POS: Value: {0:-7892.750430746786,1:-8028.7559014137305,2:-7753.077413643627}
Key: POS: Value: {0:-3188.7160896331,1:-3190.8225100089303,2:-3152.531620261135}
Key: POS: Value: {0:-615.4210732074572,1:-587.8904206794117,2:-590.2909277656732}
Key: POS: Value: {0:-1457.2256403728948,1:-1541.9944142165157,2:-1495.467883717182}
Key: POS: Value: {0:-5453.67277852629,1:-5457.903158891466,2:-5413.043415418108}
Key: POS: Value: {0:-1423.500281650871,1:-1417.736838887017,2:-1358.3431653020534}
Key: POS: Value: {0:-4025.9946053890503,1:-3980.533184134672,2:-3931.0079634643}
Key: POS: Value: {0:-7267.595287782935,1:-7364.202085553478,2:-7117.017335462275}
Key: POS: Value: {0:-3457.803533520983,1:-3453.5573788583865,2:-3380.087760227611}
Key: POS: Value: {0:-749.1361500103433,1:-712.2928723286745,2:-713.2549771023538}
Key: POS: Value: {0:-2755.236368115708,1:-2688.5527394523438,2:-2655.9882567230984}
Key: POS: Value: {0:-1179.9087514326668,1:-1214.089408402792,2:-1149.1364876403807}
Key: POS: Value: {0:-296.2932131602055,1:-304.43300613494495,2:-294.24171213680756}
Key: POS: Value: {0:-6100.856875240992,1:-6061.700673121517,2:-6033.209160196704}
Key: POS: Value: {0:-3359.4166500731008,1:-3311.2109316269184,2:-3273.6255979628186}
Key: POS: Value: {0:-3847.2904736461514,1:-3895.653302520227,2:-3754.576501640355}
Key: POS: Value: {0:-5971.481795798641,1:-5874.429049741715,2:-5662.240279865375}
Key: POS: Value: {0:-3023.235626427335,1:-3062.0494258459426,2:-2931.074369375279}
Key: POS: Value: {0:-15204.687473522894,1:-15451.525616809618,2:-14856.496132071055}
Key: POS: Value: {0:-6056.482957714628,1:-6274.0708466205015,2:-5930.2307244088215}
Key: POS: Value: {0:-5392.461627472149,1:-5381.440628476172,2:-5217.920382070498}
Key: POS: Value: {0:-7679.597136310653,1:-7698.217348351658,2:-7546.821437534155}
Key: POS: Value: {0:-9541.541488165278,1:-9583.82972291897,2:-9322.89528106643}
Key: POS: Value: {0:-1336.3381655436156,1:-1414.0586363962636,2:-1345.7756499353686}
Key: POS: Value: {0:-2683.4902421600395,1:-2666.854609022515,2:-2648.8811573821613}
Key: POS: Value: {0:-1388.9543309219744,1:-1380.4845949641904,2:-1335.1563045550029}
Key: POS: Value: {0:-1665.999593224606,1:-1653.8050640624276,2:-1623.114685855979}
Key: POS: Value: {0:-2871.112374397642,1:-2903.232193774553,2:-2807.857982612196}
Key: POS: Value: {0:-1605.1879397539806,1:-1561.4607905650303,2:-1530.173457833757}
Key: POS: Value: {0:-17379.501900596097,1:-17289.924807435662,2:-16812.68041562391}
Key: POS: Value: {0:-13675.578890607452,1:-13680.860760174579,2:-13337.099692428008}
Key: POS: Value: {0:-4842.892463345061,1:-4965.689817116087,2:-4737.923392636876}
Key: POS: Value: {0:-3976.460081593442,1:-4118.130423219727,2:-3967.2139149029367}
Key: POS: Value: {0:-2461.282241744034,1:-2516.46710849093,2:-2437.0060917556048}
Key: POS: Value: {0:-703.3113875411977,1:-744.7604025690762,2:-691.1588987827222}
Key: POS: Value: {0:-944.2540278221682,1:-978.2865415786068,2:-909.202087594345}
Key: POS: Value: {0:-2329.99640533712,1:-2376.8336480987878,2:-2272.0249375021626}
Key: POS: Value: {0:-1651.9754844325846,1:-1691.625598693607,2:-1670.0244867020438}
Key: POS: Value: {0:-147.07962264897031,1:-146.9554744658463,2:-143.74970918522206}
Key: POS: Value: {0:-1041.4726620309643,1:-992.8686450676457,2:-996.8926987472067}
Key: POS: Value: {0:-3799.8521837220765,1:-3836.1197874307995,2:-3715.691791612254}
Key: POS: Value: {0:-3212.8121528558063,1:-3259.297589173524,2:-3143.963992133403}
Key: POS: Value: {0:-2621.061858654819,1:-2544.66514362848,2:-2533.879925652666}
Key: POS: Value: {0:-65.2237523107057,1:-68.5263853994164,2:-67.42609310783187}
Key: POS: Value: {0:-8739.949735146769,1:-8928.047777128148,2:-8646.458509457163}
Key: POS: Value: {0:-5000.595523470277,1:-5067.924160763908,2:-4944.639296197074}
Key: POS: Value: {0:-6398.945392000014,1:-6547.484190287004,2:-6313.565609413915}
Key: POS: Value: {0:-2879.865258375516,1:-2951.6856240191423,2:-2850.2093999398166}
Key: POS: Value: {0:-6205.382517523454,1:-6233.667095572965,2:-6023.988102968644}
Key: POS: Value: {0:-4593.959962007643,1:-4597.879714037869,2:-4496.838867156249}
Key: POS: Value: {0:-3526.5072230789847,1:-3520.8968783020864,2:-3472.6781489865966}
Key: POS: Value: {0:-2893.8936002765045,1:-3018.3306025259594,2:-2898.1596267518803}
Key: POS: Value: {0:-3202.763061682361,1:-3199.0955589643186,2:-3156.4061956041533}
Key: POS: Value: {0:-760.4824232226932,1:-750.9198190544867,2:-719.0276932828644}
Key: POS: Value: {0:-5691.454381750402,1:-5703.247154035329,2:-5539.173417645839}
Key: POS: Value: {0:-5143.808534239598,1:-5143.64518124882,2:-4999.020938022882}
Key: POS: Value: {0:-2729.0315034623545,1:-2727.591945108131,2:-2615.728510448699}
Key: POS: Value: {0:-1084.8777013201957,1:-1134.072980441847,2:-1102.2178224438774}
Key: POS: Value: {0:-2529.2278510497986,1:-2511.186735973638,2:-2407.521183325378}
Key: POS: Value: {0:-624.3998593908713,1:-645.6264686029965,2:-624.9190604404846}
Key: POS: Value: {0:-1193.2290973690344,1:-1219.112003298889,2:-1132.9320615728093}
Key: POS: Value: {0:-1947.1648162548076,1:-1962.1972234010252,2:-1914.0296977269427}
Key: POS: Value: {0:-2580.231181464727,1:-2599.127346107912,2:-2540.7179375002215}
Key: POS: Value: {0:-862.1547669403773,1:-853.8068150003755,2:-829.2561077268557}
Key: POS: Value: {0:-5553.634020864657,1:-5646.857036325792,2:-5439.207271153195}
Key: POS: Value: {0:-690.0359944893866,1:-743.6611427945957,2:-719.0069046527018}
Key: POS: Value: {0:-1680.5452290180601,1:-1683.2125728312317,2:-1656.2332581400708}
Key: POS: Value: {0:-9384.12961676828,1:-9379.292775141344,2:-9207.408304489532}
Key: POS: Value: {0:-828.9637957094947,1:-882.2704376969576,2:-832.9569984213258}
Key: POS: Value: {0:-703.8108441881409,1:-703.7223601709043,2:-681.5223169231791}
Key: POS: Value: {0:-455.20148038926226,1:-453.87516616592956,2:-433.97921624860874}
Key: POS: Value: {0:-2403.725483639363,1:-2495.912326109504,2:-2331.4918735555393}
Key: POS: Value: {0:-7656.554084243207,1:-7620.058265815404,2:-7512.025910874154}
Key: POS: Value: {0:-5593.977180445077,1:-5499.948718281545,2:-5452.917198503807}
Key: POS: Value: {0:-1070.4098120061412,1:-1046.6150043050973,2:-1043.431606043408}
Key: POS: Value: {0:-4977.987524424232,1:-5003.989334001529,2:-4809.564971285133}
Key: POS: Value: {0:-5103.099136276174,1:-5155.54430395401,2:-5037.617712863709}
Key: POS: Value: {0:-4490.102141653447,1:-4571.601725659785,2:-4450.162109236238}
Key: POS: Value: {0:-761.0647602040331,1:-774.1200449579769,2:-766.5700288840021}
Key: POS: Value: {0:-4675.798468248104,1:-4727.90304988782,2:-4640.119902402669}
Key: POS: Value: {0:-479.78207131270887,1:-491.61398470842687,2:-465.1606096826449}
Key: POS: Value: {0:-9703.062985448156,1:-9804.010524681202,2:-9459.514935232575}
Key: POS: Value: {0:-5038.332682049239,1:-5055.617937410867,2:-4909.593151664514}
Key: POS: Value: {0:-589.6223885242763,1:-599.9319856778795,2:-590.742086144575}
Key: POS: Value: {0:-4254.88258613053,1:-4250.7740789003365,2:-4132.188818418959}
Key: POS: Value: {0:-5987.624603191005,1:-6047.568080203784,2:-5835.568085836958}
Key: POS: Value: {0:-2294.989761893298,1:-2317.215544893402,2:-2230.5463044986163}
Key: POS: Value: {0:-380.2251818189809,1:-383.9718696548292,2:-372.14503356376724}
Key: POS: Value: {0:-1096.270709409585,1:-1149.1794895769488,2:-1076.75558534145}
Key: POS: Value: {0:-6321.089722844772,1:-6249.454394029765,2:-6103.501031095995}
Key: POS: Value: {0:-1041.4726620309643,1:-992.8686450676457,2:-996.8926987472067}
Key: POS: Value: {0:-6622.192472319863,1:-6615.650684133974,2:-6403.749280136013}
Key: POS: Value: {0:-6767.0359971271055,1:-6902.149230495284,2:-6619.761695760961}
Key: POS: Value: {0:-3290.6138520286654,1:-3244.6449948450513,2:-3198.922358859964}
Key: POS: Value: {0:-1920.968564275767,1:-1833.5647490428157,2:-1831.3708397166936}
Key: POS: Value: {0:-3743.0736584479314,1:-3777.2207228450934,2:-3681.6337144203785}
Key: POS: Value: {0:-373.0601318760604,1:-387.99355598257904,2:-368.6335834507052}
Key: POS: Value: {0:-1101.6258513432872,1:-1090.8411151444286,2:-1073.5055459743078}
Key: POS: Value: {0:-250.7154508051158,1:-255.31811923543333,2:-246.88200353462554}
Key: POS: Value: {0:-1733.3025551757328,1:-1700.6013474525867,2:-1643.6450247309037}
Key: POS: Value: {0:-9022.068117256023,1:-9023.25151473528,2:-8753.54719505667}
Key: POS: Value: {0:-3120.7001307742416,1:-3191.4598744775585,2:-3086.8316375260783}
Key: POS: Value: {0:-1783.0185633481638,1:-1789.8085485709332,2:-1732.0837710125454}
Key: POS: Value: {0:-335.7887689182816,1:-319.57496433842493,2:-321.14885540698896}
Key: POS: Value: {0:-15646.598017492746,1:-15731.388784642151,2:-15308.254846492173}
Key: POS: Value: {0:-870.1620004613302,1:-881.3050642133772,2:-835.8093727272711}
Key: POS: Value: {0:-6445.23014434892,1:-6468.164611523547,2:-6247.528910672416}
Key: POS: Value: {0:-1859.4227474296322,1:-1873.5301412541794,2:-1837.3779608336777}
Key: POS: Value: {0:-18695.15556265465,1:-18791.50031357712,2:-18232.474077694926}
Key: POS: Value: {0:-1275.8338568592912,1:-1304.8875401178864,2:-1284.4765406351082}
Key: POS: Value: {0:-5870.141783055563,1:-5994.87179967561,2:-5887.555352405322}
Key: POS: Value: {0:-8980.398434830831,1:-8981.495286362619,2:-8718.600943541609}
Key: POS: Value: {0:-1746.1009612180076,1:-1817.704115353837,2:-1726.0407625546375}
Key: POS: Value: {0:-3430.7566546636945,1:-3326.223493988245,2:-3279.8711511622623}
Key: POS: Value: {0:-6354.937428566094,1:-6305.628049177037,2:-6194.64728742766}
Key: POS: Value: {0:-6041.6681638286045,1:-6106.728568142749,2:-5923.007135276936}
Key: POS: Value: {0:-5363.65335289819,1:-5315.859569471524,2:-5178.508394938832}
Key: POS: Value: {0:-5772.5176254007965,1:-5719.730525288942,2:-5611.355933531928}
Key: POS: Value: {0:-266.3669897718356,1:-264.0930914554776,2:-270.7033645772269}
Key: POS: Value: {0:-2598.1246708461704,1:-2617.4370290064085,2:-2561.171465308185}
Key: POS: Value: {0:-1284.8012887239806,1:-1305.5074567056315,2:-1244.4620178398152}
Key: POS: Value: {0:-8223.295405292632,1:-8181.114189268524,2:-8083.766565111666}
Key: POS: Value: {0:-1489.6478628214218,1:-1463.869015185763,2:-1417.2013484585807}
Key: POS: Value: {0:-1216.5435116411975,1:-1189.2573371870706,2:-1174.163120250344}
Key: POS: Value: {0:-12840.876264338944,1:-13105.62113841726,2:-12612.590503334763}
Key: POS: Value: {0:-680.7832635909108,1:-675.2938381474734,2:-654.7846472443964}
Key: POS: Value: {0:-1653.6067647824095,1:-1622.1466627620405,2:-1569.715443596029}
Key: POS: Value: {0:-4346.615571762946,1:-4366.509051134322,2:-4286.507780096271}
Key: POS: Value: {0:-13597.702029949147,1:-13653.163138717724,2:-13418.259254434646}
Key: POS: Value: {0:-2829.615511981223,1:-2823.5216394552745,2:-2719.0028328125945}
Key: POS: Value: {0:-5535.696299921903,1:-5612.170290068672,2:-5460.169331389988}
Key: POS: Value: {0:-3301.804848570822,1:-3354.2110454867257,2:-3178.6149422479175}
Key: POS: Value: {0:-1743.8131931696007,1:-1710.2686403651048,2:-1681.1529595762024}
Key: POS: Value: {0:-5474.64037361567,1:-5499.788470239147,2:-5386.692016344417}
Key: POS: Value: {0:-1689.8276213959418,1:-1676.1677949330754,2:-1626.8306785196269}
Key: POS: Value: {0:-1505.799218940804,1:-1492.7060886479885,2:-1454.4633077611961}
Key: POS: Value: {0:-148.10877985873816,1:-141.1031457629799,2:-149.24490561360534}
Key: POS: Value: {0:-3831.004781485382,1:-3816.558368331681,2:-3772.5120386482217}
Key: POS: Value: {0:-915.2781604610524,1:-881.2326939893773,2:-875.9934348521806}
Key: POS: Value: {0:-4720.924916272737,1:-4590.189641301772,2:-4541.529440251876}
Key: POS: Value: {0:-1071.557006555134,1:-1072.573400699668,2:-1054.0044294790112}
Key: POS: Value: {0:-10423.045160557273,1:-10392.623684284448,2:-10079.266423121417}
Key: POS: Value: {0:-3530.0436145071144,1:-3519.5391293046205,2:-3477.8850119869867}
Key: POS: Value: {0:-9017.441638752282,1:-9203.535491217111,2:-8816.509809317442}
Key: POS: Value: {0:-6114.367172624881,1:-6194.495492047397,2:-5943.855190650595}
Key: POS: Value: {0:-10889.602325334778,1:-10831.707971265705,2:-10681.892214697658}
Key: POS: Value: {0:-8577.484131215715,1:-8726.564197638534,2:-8504.401140347894}
Key: POS: Value: {0:-1035.5299407649109,1:-1044.8821000660055,2:-989.3678844308176}
Key: POS: Value: {0:-1954.49063331018,1:-1919.381819598319,2:-1897.1098265008995}
Key: POS: Value: {0:-3573.1781665786816,1:-3591.874155958366,2:-3455.446740783279}
Key: POS: Value: {0:-1245.6388557451533,1:-1289.90172527009,2:-1198.8720036761254}
Key: POS: Value: {0:-1268.0047914893912,1:-1256.4722119508358,2:-1237.4822351242624}
Key: POS: Value: {0:-639.240738437223,1:-646.4789514881923,2:-633.0470317316954}
Key: POS: Value: {0:-1423.187082942632,1:-1456.9906190314703,2:-1395.881270404231}
Key: POS: Value: {0:-1925.9119941708689,1:-1944.2224801508157,2:-1917.4699395869952}
Key: POS: Value: {0:-11799.364789241718,1:-11772.350285523316,2:-11504.472486727189}
Key: POS: Value: {0:-2783.3971189000154,1:-2794.2272956826127,2:-2736.105379303063}
Key: POS: Value: {0:-4288.815593428277,1:-4290.773922174815,2:-4238.593657628648}
Key: POS: Value: {0:-3690.7740240359476,1:-3653.0050949200177,2:-3574.084415055672}
Key: POS: Value: {0:-2159.8667440420695,1:-2195.297484221595,2:-2089.626599837948}
Key: POS: Value: {0:-12788.350852604068,1:-12875.526288393332,2:-12473.168922818306}
Key: POS: Value: {0:-7410.908398672421,1:-7470.928571374299,2:-7190.399956670253}
Key: POS: Value: {0:-83.776685622694,1:-81.91987095984157,2:-85.65672170791429}
Key: POS: Value: {0:-2217.7724883559144,1:-2327.8858605715723,2:-2166.100307055482}
Key: POS: Value: {0:-1466.3025315853913,1:-1427.5102277370256,2:-1404.9096446429137}
Key: POS: Value: {0:-2271.895719147413,1:-2308.140651254603,2:-2217.0844569572655}
Key: POS: Value: {0:-6336.422939818482,1:-6365.153676683692,2:-6294.603907442368}
Key: POS: Value: {0:-1214.1357290927158,1:-1230.4529775422566,2:-1177.1781406366981}
Key: POS: Value: {0:-8800.282606791401,1:-8894.94756139608,2:-8619.204287422352}
Key: POS: Value: {0:-2966.7528511241994,1:-3029.110293514892,2:-2935.78237561777}
Key: POS: Value: {0:-2516.248639328112,1:-2530.255197317895,2:-2429.900014351028}
Key: POS: Value: {0:-988.4761831157019,1:-1037.3453420304484,2:-981.5257687798074}
Key: POS: Value: {0:-4260.207379412674,1:-4276.140013889463,2:-4146.487125170503}
Key: POS: Value: {0:-2000.1750500948303,1:-2012.5351613262578,2:-1934.6395248707963}
Key: POS: Value: {0:-2567.5190289328734,1:-2504.406936929186,2:-2511.641228738586}
Key: POS: Value: {0:-4412.850578983698,1:-4502.428394499446,2:-4390.1398201400425}
Key: POS: Value: {0:-6809.1106199132455,1:-6833.279563901568,2:-6622.324614630709}
Key: POS: Value: {0:-2621.0419273844304,1:-2674.4168273728856,2:-2603.9153733629055}
Key: POS: Value: {0:-10076.72212389062,1:-9985.481669752298,2:-9830.648626214017}
Key: POS: Value: {0:-299.17840934086325,1:-285.4220849137949,2:-270.29401248087913}
Key: POS: Value: {0:-1114.3531060872162,1:-1136.020480598577,2:-1113.2161327914255}
Key: POS: Value: {0:-1030.7723256957306,1:-995.96107858218,2:-974.2952299949137}
Key: POS: Value: {0:-3449.91000675897,1:-3418.582829391629,2:-3332.702324488874}
Key: POS: Value: {0:-515.4124983721023,1:-493.79749537284414,2:-496.35753870250073}
Key: POS: Value: {0:-11363.296936003482,1:-11399.181758385217,2:-11089.651733216846}
Key: POS: Value: {0:-11035.723274007823,1:-11190.659418251556,2:-10928.823321902659}
Key: POS: Value: {0:-4556.827178329948,1:-4639.790627204313,2:-4458.196555148394}
Key: POS: Value: {0:-341.5156259876866,1:-342.8207916436553,2:-348.65376556939816}
Key: POS: Value: {0:-8115.580966758242,1:-8130.188761512291,2:-7954.060458182958}
Key: POS: Value: {0:-7481.3286847919835,1:-7544.929499783035,2:-7273.69661016753}
Key: POS: Value: {0:-1704.8119492921144,1:-1734.5848040704527,2:-1689.801728721984}
Key: POS: Value: {0:-5203.06894967418,1:-5234.057398799985,2:-5071.168923908845}
Key: POS: Value: {0:-1913.917474803285,1:-1930.6512372335255,2:-1915.3173833292012}
Key: POS: Value: {0:-577.0498503930221,1:-597.4581139655506,2:-579.9980825160873}
Key: POS: Value: {0:-6840.4844912909,1:-6854.468453390547,2:-6660.951603509735}
Key: POS: Value: {0:-3569.2636790242573,1:-3521.8665926672156,2:-3505.0632276666984}
Key: POS: Value: {0:-422.4040306478152,1:-405.34785373888906,2:-395.16510090294025}
Key: POS: Value: {0:-6173.994698928314,1:-6240.514363249398,2:-6044.962398983503}
Key: POS: Value: {0:-5836.2185774338905,1:-5949.126186018968,2:-5826.740512419826}
Key: POS: Value: {0:-4637.262001555738,1:-4634.255454772115,2:-4557.778108334957}
Key: POS: Value: {0:-1811.950557411195,1:-1838.4596950207178,2:-1796.6581133306292}
Key: POS: Value: {0:-4540.866552014605,1:-4477.798448805139,2:-4362.203862286487}
Key: POS: Value: {0:-1518.5888800975354,1:-1515.6197408357705,2:-1517.499090607981}
Key: POS: Value: {0:-1977.4700048442855,1:-1898.060209620478,2:-1925.340886983413}
Key: POS: Value: {0:-6233.962844023916,1:-6258.502091994778,2:-5981.853899380843}
Key: POS: Value: {0:-3152.728154602923,1:-3127.226411850815,2:-3023.2404573935146}
Key: POS: Value: {0:-627.8410836770444,1:-623.2953457392057,2:-606.9084523982948}
Key: POS: Value: {0:-372.1896892943516,1:-383.7409363257956,2:-352.8310581599363}
Key: POS: Value: {0:-2709.5896605659614,1:-2730.034116692662,2:-2612.5694757041692}
Key: POS: Value: {0:-17578.036832680726,1:-17351.4534899124,2:-17134.744549489285}
Key: POS: Value: {0:-2410.776079693376,1:-2449.8685867291147,2:-2368.5832577057927}
